datetime,NT,KLN,HKI,Total
20/2/2018,0.096234872,0.096234872,0.096234872,0.096234872
21/2/2018,0.096234872,0.096234872,0.096234872,0.096234872
22/2/2018,0.096234872,0.096234872,0.096234872,0.096234872
23/2/2018,0.096234872,0.096234872,0.096234872,0.096234872
24/2/2018,0.248763536,0.248763536,0.096234872,0.319685326
25/2/2018,0.096234872,0.096234872,0.096234872,0.096234872
26/2/2018,0.270165442,0.493615896,0.305057328,0.534545149
27/2/2018,0.508640008,0.601268506,0.441233281,0.681036445
28/2/2018,0.611818205,0.776239063,0.556368414,0.832187058
1/3/2018,0.668111997,0.767140476,0.566115403,0.841557968
2/3/2018,0.515583333,0.807633596,0.481174362,0.833565109
3/3/2018,0.563742053,0.610114656,0.429152832,0.701996896
4/3/2018,0.152528664,0.096234872,0.096234872,0.152528664
5/3/2018,0.611818205,0.742379432,0.548581088,0.809276663
6/3/2018,0.693800824,0.831840397,0.601268506,0.892686648
7/3/2018,0.589850769,0.756211798,0.537468153,0.81170537
8/3/2018,0.606643535,0.760918607,0.573001322,0.823618525
9/3/2018,0.653859743,0.751339804,0.585826209,0.831492868
10/3/2018,0.589850769,0.700216903,0.518928979,0.773624342
11/3/2018,0.096234872,0.096234872,0.096234872,0.096234872
12/3/2018,0.642120001,0.763781339,0.545885128,0.829742056
13/3/2018,0.695664444,0.791899316,0.57074375,0.864751351
14/3/2018,0.630780021,0.753186894,0.551225694,0.821016406
15/3/2018,0.630780021,0.760918607,0.522195896,0.822137576
16/3/2018,0.643474524,0.760338908,0.556368414,0.829389228
17/3/2018,0.658774861,0.751958235,0.561327426,0.829389228
18/3/2018,0.096234872,0.393356465,0.096234872,0.393356465
19/3/2018,0.666978623,0.770959432,0.577409234,0.845073031
20/3/2018,0.697503379,0.800425141,0.581681496,0.871694677
21/3/2018,0.637975288,0.753186894,0.54313578,0.821764858
22/3/2018,0.522195896,0.515583333,0.441233281,0.644815961
23/3/2018,0.707203916,0.823618525,0.577409234,0.888134188
